date,gallons,USD,miles,ethanol,octane,notes
2016/08/01,9.23,19.34,182.8,0,87,unsure about ethanol
2016/08/10,11.743,24.65,222.1,10,87,
2016/08/10,10.225,21.87,242.6,0,87,
2016/08/15,14.648,32.21,310,0,87,
2016/08/15,9.879,20.44,217.3,0,87,
2016/08/16,8.089,16.57,156,10,87,
